V1	V2
741	PT084_P11_E06_S342	Tcell
742	PT084_P11_E07_S343	Tcell
743	PT084_P11_E08_S344	Tcell
744	PT084_P11_E09_S345	Tcell
745	PT084_P11_E10_S346	macrophage
746	PT084_P11_E11_S347	macrophage
747	PT084_P11_E12_S348	Tcell
748	PT084_P11_F01_S349	Tcell
749	PT084_P11_F02_S350	Bcell
750	PT084_P11_F03_S351	Tcell
751	PT084_P11_F05_S353	epithelial
752	PT084_P11_F08_S356	Tcell
753	PT084_P11_F11_S359	Tcell
754	PT084_P11_F12_S360	macrophage
755	PT084_P11_G01_S361	Tcell
756	PT084_P11_G03_S363	Bcell
757	PT084_P11_G04_S364	epithelial
758	PT084_P11_G05_S365	macrophage
759	PT084_P11_G07_S367	Tcell
760	PT084_P11_G11_S371	epithelial
761	PT084_P11_H01_S373	Bcell
762	PT084_P11_H02_S374	Bcell
763	PT084_P11_H03_S375	macrophage
764	PT084_P11_H06_S378	Tcell
765	PT084_P11_H07_S379	macrophage
766	PT084_P11_H08_S380	Tcell
767	PT084_P11_H09_S381	Tcell
768	PT084_P11_H10_S382	Tcell
769	PT084_P11_H11_S383	Tcell
770	PT084_P1_D11	epithelial
771	PT084_P1_D12	epithelial
772	PT084_P1_E01	epithelial
773	PT084_P1_E02	epithelial
774	PT084_P1_E03	stroma
775	PT084_P1_E04	epithelial
776	PT084_P1_E05	stroma
777	PT084_P8_A02_S194	epithelial
778	PT084_P8_A05_S197	epithelial
779	PT084_P8_A06_S198	epithelial
780	PT084_P8_A07_S199	epithelial
781	PT084_P8_A08_S200	stroma
782	PT084_P8_A10_S202	epithelial
783	PT084_P8_A11_S203	epithelial
784	PT084_P8_A12_S204	epithelial
785	PT084_P8_B01_S205	stroma
786	PT084_P8_B02_S206	epithelial
787	PT084_P8_B03_S207	stroma
788	PT084_P8_B04_S208	epithelial
789	PT084_P8_B05_S209	epithelial
790	PT084_P8_B06_S210	epithelial
791	PT084_P8_B07_S211	epithelial
792	PT084_P8_B08_S212	endothelial
793	PT084_P8_B10_S214	epithelial
794	PT084_P8_B11_S215	epithelial
795	PT084_P8_B12_S216	endothelial
796	PT084_P8_C01_S217	stroma
797	PT084_P8_C02_S218	epithelial
798	PT084_P8_C03_S219	epithelial
799	PT084_P8_C04_S220	epithelial
800	PT084_P8_C05_S221	epithelial
801	PT084_P8_C06_S222	epithelial
802	PT084_P8_C07_S223	stroma
803	PT084_P8_C08_S224	epithelial
804	PT084_P8_C09_S225	epithelial
805	PT084_P8_C10_S226	epithelial
806	PT084_P8_C11_S227	epithelial
807	PT084_P8_C12_S228	epithelial
808	PT084_P8_D01_S229	epithelial
809	PT084_P8_D02_S230	stroma
810	PT084_P8_D03_S231	epithelial
811	PT084_P8_D05_S233	epithelial
812	PT084_P8_D06_S234	epithelial
813	PT084_P8_D07_S235	epithelial
814	PT084_P8_D08_S236	epithelial
815	PT084_P8_D10_S238	endothelial
816	PT084_P8_D11_S239	stroma
817	PT084_P8_D12_S240	epithelial
818	PT084_P8_E01_S241	endothelial
819	PT084_P8_E02_S242	epithelial
820	PT084_P8_E03_S243	epithelial
821	PT084_P8_E04_S244	epithelial
822	PT084_P8_E05_S245	epithelial
823	PT084_P8_E06_S246	stroma
824	PT084_P8_E07_S247	endothelial
825	PT084_P8_E08_S248	epithelial
826	PT084_P8_E09_S249	epithelial
827	PT084_P8_E10_S250	epithelial
828	PT084_P8_E11_S251	epithelial
829	PT084_P8_E12_S252	epithelial
830	PT084_P8_F01_S253	epithelial
831	PT084_P8_F02_S254	epithelial
832	PT084_P8_F05_S257	stroma
833	PT084_P8_F06_S258	stroma
834	PT084_P8_F07_S259	epithelial
835	PT084_P8_F08_S260	epithelial
836	PT084_P8_F09_S261	endothelial
837	PT084_P8_F10_S262	epithelial
838	PT084_P8_F11_S263	stroma
839	PT084_P8_G01_S265	stroma
840	PT084_P8_G02_S266	epithelial
841	PT084_P8_G03_S267	epithelial
842	PT084_P8_G05_S269	epithelial
843	PT084_P8_G06_S270	epithelial
844	PT084_P8_G07_S271	stroma
845	PT084_P8_G09_S273	epithelial
846	PT084_P8_G10_S274	endothelial
847	PT084_P8_G11_S275	epithelial
848	PT084_P8_G12_S276	epithelial
849	PT084_P8_H01_S277	epithelial
850	PT084_P8_H02_S278	epithelial
851	PT084_P8_H03_S279	stroma
852	PT084_P8_H04_S280	stroma
853	PT084_P8_H05_S281	epithelial
854	PT084_P8_H06_S282	epithelial
855	PT084_P8_H07_S283	endothelial
856	PT084_P8_H08_S284	stroma
857	PT084_P8_H11_S287	epithelial
858	PT126_P3_A01_S1	epithelial
859	PT126_P3_A02_S2	epithelial
860	PT126_P3_A03_S3	stroma
861	PT126_P3_A04_S4	epithelial
862	PT126_P3_A05_S5	epithelial
863	PT126_P3_A06_S6	endothelial
864	PT126_P3_A07_S7	epithelial
865	PT126_P3_A08_S8	epithelial
866	PT126_P3_A09_S9	epithelial
867	PT126_P3_A10_S10	epithelial
868	PT126_P3_A11_S11	epithelial
869	PT126_P3_A12_S12	epithelial
870	PT126_P3_B01_S13	epithelial
871	PT126_P3_B02_S14	epithelial
872	PT126_P3_B04_S16	epithelial
873	PT126_P3_B05_S17	epithelial
874	PT126_P3_B06_S18	epithelial
875	PT126_P3_B07_S19	epithelial
876	PT126_P3_B09_S21	epithelial
877	PT126_P3_B10_S22	epithelial
878	PT126_P3_B11_S23	epithelial
879	PT126_P3_B12_S24	epithelial
880	PT126_P3_C01_S25	epithelial
881	PT126_P3_C02_S26	epithelial
882	PT126_P3_C03_S27	epithelial
883	PT126_P3_C04_S28	epithelial
884	PT126_P3_C05_S29	epithelial
885	PT126_P3_C06_S30	endothelial
886	PT126_P3_C07_S31	epithelial
887	PT126_P3_C08_S32	epithelial
888	PT126_P3_C09_S33	epithelial
889	PT126_P3_C10_S34	epithelial
890	PT126_P3_C11_S35	epithelial
891	PT126_P3_C12_S36	epithelial
892	PT126_P3_D01_S37	epithelial
893	PT126_P3_D02_S38	stroma
894	PT126_P3_D04_S40	epithelial
895	PT126_P3_D05_S41	epithelial
896	PT126_P3_D06_S42	epithelial
897	PT126_P3_D08_S44	epithelial
898	PT126_P3_D09_S45	epithelial
899	PT126_P3_D10_S46	epithelial
900	PT126_P3_D11_S47	epithelial
901	PT126_P3_D12_S48	epithelial
902	PT126_P3_E01_S49	epithelial
903	PT126_P3_E02_S50	epithelial
904	PT126_P3_E03_S51	epithelial
905	PT126_P3_E04_S52	epithelial
906	PT126_P3_E05_S53	stroma
907	PT126_P3_E06_S54	epithelial
908	PT126_P3_E08_S56	epithelial
909	PT126_P3_E09_S57	epithelial
910	PT126_P3_E12_S60	epithelial
911	PT126_P3_F01_S61	epithelial
912	PT126_P3_F02_S62	epithelial
913	PT126_P3_F03_S63	epithelial
914	PT126_P3_F04_S64	epithelial
915	PT126_P3_F05_S65	epithelial
916	PT126_P3_F06_S66	epithelial
917	PT126_P3_F07_S67	epithelial
918	PT126_P3_F08_S68	epithelial
919	PT126_P3_F09_S69	epithelial
920	PT126_P3_F10_S70	epithelial
921	PT126_P3_F11_S71	stroma
922	PT126_P3_F12_S72	epithelial
923	PT126_P3_G01_S73	epithelial
924	PT126_P3_G02_S74	epithelial
925	PT126_P3_G03_S75	epithelial
926	PT126_P3_G04_S76	epithelial
927	PT126_P3_G06_S78	epithelial
928	PT126_P3_G07_S79	epithelial
929	PT126_P3_G08_S80	epithelial
930	PT126_P3_G09_S81	endothelial
931	PT126_P3_G10_S82	epithelial
932	PT126_P3_G11_S83	epithelial
933	PT126_P3_G12_S84	epithelial
934	PT126_P3_H01_S85	epithelial
935	PT126_P3_H02_S86	epithelial
936	PT126_P3_H03_S87	epithelial
937	PT126_P3_H04_S88	epithelial
938	PT126_P3_H05_S89	epithelial
939	PT126_P3_H06_S90	epithelial
940	PT126_P3_H07_S91	epithelial
941	PT126_P3_H08_S92	epithelial
942	PT126_P3_H09_S93	stroma
943	PT126_P3_H10_S94	epithelial
944	PT126_P3_H11_S95	epithelial
945	PT126_P3_H12_S96	epithelial
946	PT039_P121_A01_S289	stroma
947	PT039_P121_A02_S290	epithelial
948	PT039_P121_A03_S291	epithelial
949	PT039_P121_A04_S292	epithelial
950	PT039_P121_A05_S293	epithelial
951	PT039_P121_A06_S294	epithelial
952	PT039_P121_A07_S295	epithelial
953	PT039_P121_A08_S296	epithelial
954	PT039_P121_A09_S297	epithelial
955	PT039_P121_A10_S298	epithelial
956	PT039_P121_A11_S299	epithelial
957	PT039_P121_A12_S300	epithelial
958	PT039_P121_B01_S301	epithelial
959	PT039_P121_B02_S302	epithelial
960	PT039_P121_B03_S303	epithelial
961	PT039_P121_B04_S304	epithelial
962	PT039_P121_B05_S305	epithelial
963	PT039_P121_B06_S306	epithelial
964	PT039_P121_B07_S307	epithelial
965	PT039_P121_B08_S308	epithelial
966	PT039_P121_B09_S309	epithelial
967	PT039_P121_B10_S310	epithelial
968	PT039_P121_B11_S311	epithelial
969	PT039_P121_B12_S312	epithelial
970	PT039_P121_C01_S313	epithelial
971	PT039_P121_C02_S314	epithelial
972	PT039_P121_C03_S315	epithelial
973	PT039_P121_C04_S316	epithelial
974	PT039_P121_C05_S317	epithelial
975	PT039_P121_C06_S318	epithelial
976	PT039_P121_C08_S320	epithelial
977	PT039_P121_C09_S321	epithelial
978	PT039_P121_C10_S322	epithelial
979	PT039_P121_C11_S323	epithelial
980	PT039_P121_C12_S324	stroma
981	PT039_P121_D01_S325	epithelial
982	PT039_P121_D02_S326	epithelial
983	PT039_P121_D03_S327	epithelial
984	PT039_P121_D04_S328	epithelial
985	PT039_P121_D05_S329	epithelial
986	PT039_P121_D07_S331	epithelial
987	PT039_P121_D08_S332	epithelial
988	PT039_P121_D09_S333	epithelial
989	PT039_P121_D10_S334	epithelial
990	PT039_P121_D11_S335	epithelial
991	PT039_P121_D12_S336	epithelial
992	PT039_P121_E01_S337	epithelial
993	PT039_P121_E02_S338	epithelial
994	PT039_P121_E03_S339	epithelial
995	PT039_P121_E04_S340	epithelial
996	PT039_P121_E05_S341	epithelial
997	PT084_P121_E06_S342	epithelial
998	PT084_P121_E09_S345	epithelial
999	PT084_P121_E10_S346	epithelial
1000	PT084_P121_E11_S347	epithelial
1001	PT084_P121_E12_S348	epithelial
1002	PT084_P121_F01_S349	endothelial
1003	PT084_P121_F02_S350	epithelial
1004	PT084_P121_F03_S351	epithelial
1005	PT084_P121_F04_S352	epithelial
1006	PT084_P121_F05_S353	epithelial
1007	PT084_P121_F06_S354	epithelial
1008	PT084_P121_F07_S355	epithelial
1009	PT084_P121_F08_S356	epithelial
1010	PT084_P121_F09_S357	epithelial
1011	PT084_P121_F11_S359	Tcell
1012	PT084_P121_G01_S361	epithelial
1013	PT084_P121_G02_S362	epithelial
1014	PT084_P121_G04_S364	epithelial
1015	PT084_P121_G05_S365	epithelial
1016	PT084_P121_G06_S366	epithelial
1017	PT084_P121_G08_S368	epithelial
1018	PT084_P121_G11_S371	epithelial
1019	PT084_P121_G12_S372	epithelial
1020	PT084_P121_H01_S373	epithelial
1021	PT084_P121_H02_S374	stroma
1022	PT084_P121_H03_S375	epithelial
1023	PT084_P121_H05_S377	stroma
1024	PT084_P121_H06_S378	epithelial
1025	PT084_P121_H07_S379	epithelial
1026	PT084_P121_H08_S380	epithelial
1027	PT084_P121_H09_S381	epithelial
1028	PT084_P121_H10_S382	epithelial
1029	PT084_P121_H12_S384	epithelial
1030	PT039_P10_A01_S193	epithelial
1031	PT039_P10_A02_S194	epithelial
1032	PT039_P10_A03_S195	epithelial
1033	PT039_P10_A04_S196	epithelial
1034	PT039_P10_A05_S197	epithelial
1035	PT039_P10_A06_S198	macrophage
1036	PT039_P10_A07_S199	macrophage
1037	PT039_P10_A08_S200	epithelial
1038	PT039_P10_A09_S201	epithelial
1039	PT039_P10_A11_S203	macrophage
1040	PT039_P10_A12_S204	epithelial
1041	PT039_P10_B01_S205	epithelial
1042	PT039_P10_B02_S206	epithelial
1043	PT039_P10_B03_S207	epithelial
1044	PT039_P10_B04_S208	epithelial
1045	PT039_P10_B05_S209	epithelial
1046	PT039_P10_B06_S210	macrophage
1047	PT039_P10_B07_S211	epithelial
1048	PT039_P10_B08_S212	epithelial
1049	PT039_P10_B09_S213	epithelial
1050	PT039_P10_B10_S214	macrophage
1051	PT039_P10_B11_S215	epithelial
1052	PT039_P10_B12_S216	epithelial
1053	PT039_P10_C02_S218	endothelial
1054	PT039_P10_C03_S219	epithelial
1055	PT039_P10_C04_S220	epithelial
1056	PT039_P10_C05_S221	epithelial
1057	PT039_P10_C06_S222	epithelial
1058	PT039_P10_C08_S224	macrophage
1059	PT039_P10_C09_S225	epithelial
1060	PT039_P10_C10_S226	epithelial
1061	PT039_P10_C11_S227	macrophage
1062	PT039_P10_C12_S228	epithelial
1063	PT039_P10_D01_S229	epithelial
1064	PT039_P10_D03_S231	epithelial
1065	PT039_P10_D04_S232	epithelial
1066	PT039_P10_D05_S233	macrophage
1067	PT039_P10_D06_S234	stroma
1068	PT039_P10_D08_S236	macrophage
1069	PT039_P10_D09_S237	epithelial
1070	PT039_P10_D10_S238	epithelial
1071	PT039_P10_D11_S239	epithelial
1072	PT039_P10_D12_S240	epithelial
1073	PT039_P10_E01_S241	epithelial
1074	PT039_P10_E02_S242	macrophage
1075	PT039_P10_E03_S243	macrophage
1076	PT039_P10_E04_S244	epithelial
1077	PT039_P10_E06_S246	macrophage
1078	PT039_P10_E07_S247	epithelial
1079	PT039_P10_E08_S248	epithelial
1080	PT039_P10_E09_S249	epithelial
1081	PT039_P10_E11_S251	epithelial
1082	PT039_P10_E12_S252	epithelial
1083	PT039_P10_F02_S254	epithelial
1084	PT039_P10_F03_S255	epithelial
1085	PT039_P10_F04_S256	macrophage
1086	PT039_P10_F05_S257	stroma
1087	PT039_P10_F06_S258	stroma
1088	PT039_P10_F07_S259	epithelial
1089	PT039_P10_F08_S260	macrophage
1090	PT039_P10_F09_S261	epithelial
1091	PT039_P10_F11_S263	macrophage
1092	PT039_P10_F12_S264	macrophage
1093	PT039_P10_G01_S265	stroma
1094	PT039_P10_G02_S266	stroma
1095	PT039_P10_G03_S267	epithelial
1096	PT039_P10_G04_S268	macrophage
1097	PT039_P10_G06_S270	epithelial
1098	PT039_P10_G07_S271	epithelial
1099	PT039_P10_G08_S272	stroma
1100	PT039_P10_G09_S273	stroma
1101	PT039_P10_G11_S275	epithelial
1102	PT039_P10_H01_S277	stroma
1103	PT039_P10_H02_S278	macrophage
1104	PT039_P10_H03_S279	epithelial
1105	PT039_P10_H04_S280	macrophage
1106	PT039_P10_H05_S281	epithelial
1107	PT039_P10_H06_S282	stroma
1108	PT039_P10_H07_S283	epithelial
1109	PT039_P10_H08_S284	macrophage
1110	PT039_P10_H09_S285	epithelial
1111	PT039_P10_H11_S287	epithelial
1112	PT039_P10_H12_S288	epithelial
