ensembl_gene_id	hgnc_symbol	chromosome_name	start_position	end_position	gc	gene_short_name	mean_exprs	exprs_rank	n_cells_exprs	total_feature_exprs	pct_total_exprs	pct_dropout	total_feature_counts	log10_total_feature_counts	pct_total_counts	total_feature_tpm	log10_total_feature_tpm	pct_total_tpm	is_feature_control
FAM192A	ENSG00000172775	FAM192A	16	57152466	57186116	0.539181599358117	FAM192A	0.40767149225433	11025	584	484.721404290399	0.0117299547928969	50.8830950378469	903.98601800154	2.95664186942434	0.00685790725903672	78226.48	4.89335934022018	0.00695321047085595	FALSE
FAM193A	ENSG00000125386	FAM193A	4	2536631	2732565	0.457350652001939	FAM193A	0.089929810804147	5018	104	106.926545046131	0.00258755550807149	91.2531539108494	183.656619062396	2.26636487965964	0.00139327382941448	12240.25	4.08782576751414	0.00108798241293606	FALSE
FAM193B	ENSG00000146067	FAM193B	5	177519788	177554541	0.551792599413017	FAM193B	0.0580888235207128	3353	61	69.0676111661275	0.00167139298875832	94.8696383515559	92.9269300752799	1.97279012800938	0.000704971377468998	7151.12	3.8544347925469	0.000635631853335947	FALSE
FAM198A	ENSG00000144649	FAM198A	3	42979267	43060211	0.437408116622398	FAM198A	0.0235143451816328	1059	33	27.9585564209614	0.000676579577443328	97.2245584524811	49.3876919964286	1.70232446599277	0.000374669745665027	2758.35	3.440806790522	0.000245177695612605	FALSE
FAM198B	ENSG00000164125	FAM198B	4	158124474	158173318	0.360917187020166	FAM198B	0.174064938574164	7856	351	206.963211964681	0.00500838027504149	70.4793944491169	444.4529004949	2.64880179111919	0.00337175211995227	30230.72	4.48046285658103	0.00268707679094745	FALSE
FAM199X	ENSG00000123575	FAM199X	X	104166620	104195902	0.37434689068743	FAM199X	0.0922661864409185	5119	107	109.704495678252	0.00265478017577393	91.0008410428932	149.297233047354	2.17695098535519	0.00113261329033941	11306.22	4.05335584214331	0.00100496056181744	FALSE
FAM200A	ENSG00000221909	FAM200A	7	99546308	99558536	0.438956578624581	FAM200A	0.0570435692364209	3290	41	67.8248038221045	0.00164131782840304	96.551724137931	162.371425259071	2.21317609786637	0.00123179800767939	10815.65	4.03409277724135	0.000961355935088901	FALSE
FAM200B	ENSG00000237765	FAM200B	4	15681662	15705565	0.405036813922356	FAM200B	0.10217172649262	5535	273	121.482182799726	0.00293979283722637	77.0395290159798	145.521267028899	2.1659006655295	0.00110396768714182	9710.26	3.98727558166355	0.000863102641288905	FALSE
FAM204A	ENSG00000165669	FAM204A	10	118297930	118342328	0.38935561611748	FAM204A	0.365271260708712	10671	634	434.307528982659	0.0105099705440886	46.6778805719092	635.993147117952	2.80413476014561	0.0048248334968278	51161.32	4.70895022971501	0.00454750649558579	FALSE
FAM206A	ENSG00000119328	FAM206A	9	108934181	108950744	0.3807051436851	FAM206A	0.292888016645925	9935	517	348.243851792005	0.00842728338849514	56.5180824222035	750.744958709418	2.87607052435217	0.00569537492781196	52342.43	4.7188621780147	0.00465249020978631	FALSE
FAM207A	ENSG00000160256	FAM207A	21	44940010	44976989	0.42920497566252	FAM207A	0.0601548955771531	3476	59	71.524170841235	0.00173084019632954	95.0378469301934	127.452384559613	2.108742170817	0.000966891761429235	8757.02	3.94240593262132	0.000778373297091918	FALSE
FAM208A	ENSG00000163946	FAM208A	3	56620133	56683237	0.389541240789161	FAM208A	0.161531304446584	7525	163	192.060720986988	0.00464774931481849	86.2910008410429	201.395090373324	2.30619997333755	0.00152784315763966	21794.84	4.33837361115297	0.00193724822718126	FALSE
FAM208B	ENSG00000108021	FAM208B	10	5684838	5763740	0.425066220549282	FAM208B	0.159564210393024	7471	222	189.721846157306	0.00459115000689525	81.3288477712363	226.249378611029	2.3565027043641	0.00171639519310185	17720.59	4.24850268466434	0.00157510592241585	FALSE
FAM20A	ENSG00000108950	FAM20A	17	68535113	68601389	0.3710487801198	FAM20A	0.0516976957156985	2962	48	61.4685602059655	0.00148750070869259	95.9629941126997	89.1332418509795	1.95488499175517	0.000676191328337854	6574.34	3.81791821439467	0.000584364395879338	FALSE
FAM20B	ENSG00000116199	FAM20B	1	179025804	179076562	0.460450363482338	FAM20B	0.0914634947219439	5083	94	108.750095224391	0.00263168428176344	92.094196804037	101.199983547595	2.0094508258849	0.000767733225918398	7288.62	3.86270488960679	0.000647853628363313	FALSE
FAM20C	ENSG00000177706	FAM20C	7	192969	260745	0.350561399884917	FAM20C	0.0472807705672839	2670	174	56.2168362045006	0.0013604122727855	85.3658536585366	67.7178302981012	1.8370694385933	0.000513727635958606	5177.98	3.71424423387821	0.000460248048408706	FALSE
FAM210A	ENSG00000177150	FAM210A	18	13663347	13726663	0.406478512879637	FAM210A	0.242477845446096	9266	311	288.306158235408	0.00697682869516746	73.8435660218671	397.167909059359	2.60006625448582	0.00301303408720418	31327	4.49593267012304	0.00278452033659835	FALSE
FAM210B	ENSG00000124098	FAM210B	20	56358915	56368663	0.522515129756898	FAM210B	0.275011502458172	9726	320	326.988676422767	0.00791292143957057	73.0866274179983	391.824993559183	2.59419911205666	0.00297250113839367	41556.69	4.61865139913214	0.003693792844087	FALSE
FAM212B	ENSG00000197852	FAM212B	1	111680630	111755824	0.405332801383071	FAM212B	0.0347932432960343	1835	31	41.3691662789848	0.00100110794773487	97.3927670311186	35.0995331015177	1.55750158493209	0.000266275515386663	4748.91	3.67668538080936	0.000422109888328767	FALSE
FAM213A	ENSG00000122378	FAM213A	10	80407829	80437115	0.42104005190016	FAM213A	0.443965984755266	11257	561	527.875555874011	0.012774258268504	52.8174936921783	986.310415766714	2.99445371868744	0.00748244466756626	101585.1	5.00683428761051	0.00902945627878116	FALSE
FAM213B	ENSG00000275125	FAM213B	CHR_HSCHR1_1_CTG3	2586491	2591469	NA	FAM213B	0.0600741937329925	3467	60	71.4282163485281	0.00172851815762511	94.9537426408747	116.11069847315	2.06859657120917	0.00088085035172467	7021.74	3.84650659000884	0.000624131829677471	FALSE
FAM214A	ENSG00000047346	FAM214A	15	52581317	52709817	0.395288752616711	FAM214A	0.156673396484992	7394	399	186.284668420655	0.00450797245560662	66.4423885618167	330.614545637836	2.5206335717929	0.0025081404439034	20948.13	4.32116599178705	0.00186198786984729	FALSE
FAM214B	ENSG00000005238	FAM214B	9	35104112	35116341	0.546770237121832	FAM214B	0.0289092427149848	1454	35	34.373089588117	0.000831807267828536	97.0563498738436	53.6715893133059	1.73776169909672	0.000407168667021497	3293.44	3.51778160236581	0.000292739510880917	FALSE
FAM215A	ENSG00000267496	FAM215A	17	43917194	43917985	0.630050505050505	FAM215A	0.0546120972984483	3140	81	64.9337836878551	0.00157135694947353	93.1875525651808	82.335830903793	1.92083176993015	0.000624624143725396	5359.01	3.72916559994291	0.000476339015195644	FALSE
FAM216A	ENSG00000204856	FAM216A	12	110468364	110490385	0.456498047407138	FAM216A	0.0584926896789493	3377	40	69.5478080282707	0.00168301345246133	96.6358284272498	113.940575718795	2.0604733681141	0.000864387153960843	7714.31	3.88735338063697	0.00068569135499167	FALSE
FAM217B	ENSG00000196227	FAM217B	20	59933764	59948680	0.520748139706375	FAM217B	0.207103379215633	8575	360	246.245917887387	0.00595899718722545	69.7224558452481	234.591931091691	2.37216041199638	0.00177968428173455	38700.25	4.58772499239192	0.00343989635638397	FALSE
FAM218A	ENSG00000250486	FAM218A	4	164956948	164959122	0.345747126436782	FAM218A	0.0331509320337913	1735	31	39.4164581881779	0.00095385363334696	97.3927670311186	101.950681177812	2.01262922449253	0.000773428241798166	6274.33	3.79763656894362	0.000557697816054176	FALSE
FAM219A	ENSG00000164970	FAM219A	9	34398184	34458570	0.471657807143922	FAM219A	0.0158290166397014	576	32	18.820700784605	0.0004554491867287	97.3086627417998	24.4821591755395	1.40623622422428	0.000185728953527397	1587.97	3.20111569773762	0.000141147724292402	FALSE
FAM219B	ENSG00000178761	FAM219B	15	74899987	74907121	0.578556412053259	FAM219B	0.107842646405022	5769	86	128.224906575571	0.0031029625350602	92.7670311185871	247.614218414319	2.39552596260933	0.00187847523312177	17946.59	4.25400613982407	0.00159519407627901	FALSE
FAM220A	ENSG00000178397	FAM220A	7	6329409	6348981	0.466050171154141	FAM220A	0.063253273380082	3652	48	75.2081420489175	0.001819989995249	95.9629941126997	137.524890889471	2.14152781675564	0.00104330479537077	9560.98	3.980547830983	0.000849833793462832	FALSE
FAM221A	ENSG00000188732	FAM221A	7	23680130	23703249	0.398529411764706	FAM221A	0.057461543255716	3313	69	68.3217749310463	0.00165334421838636	94.1968040370059	129.08346642578	2.11422210135523	0.000979265634417669	7416.02	3.87022945008877	0.000659177658461395	FALSE
FAM222B	ENSG00000173065	FAM222B	17	28755978	28855232	0.389622689033298	FAM222B	0.112366843112847	5950	284	133.604176461176	0.00323313750158413	76.1143818334735	250.365500352045	2.40030567098364	0.00189934727759664	13993.56	4.14595924845591	0.00124382648837773	FALSE
FAM227A	ENSG00000184949	FAM227A	22	38578120	38656629	0.53245446439944	FAM227A	0.151231532562649	7233	425	179.81429221699	0.00435139339866744	64.255677039529	79.9073098450995	1.90798776119169	0.000606200659439703	16046.5	4.20540738435632	0.00142630336710267	FALSE
FAM227B	ENSG00000166262	FAM227B	15	49326962	49620931	0.381753240126544	FAM227B	0.0123007648179764	378	19	14.6256093685739	0.000353930598470457	98.4020185029437	18.9225552525925	1.29934503995771	0.000143552141783299	1276	3.10619089726342	0.00011341807225395	FALSE
FAM228B	ENSG00000219626	FAM228B	2	24076526	24169640	0.414251194759169	FAM228B	0.0648201096277084	3745	56	77.0711103473453	0.00186507266279315	95.2901597981497	151.410971379411	2.18301623103268	0.00114864873907695	10870.59	4.03629306549641	0.000966239311961653	FALSE
FAM229B	ENSG00000203778	FAM229B	6	112087599	112102790	0.42403896787783	FAM229B	0.0617285397852026	3562	76	73.3952338046059	0.00177611874970214	93.6080740117746	105.331185516624	2.02666065597671	0.000799073754873238	6638.63	3.82214387854942	0.000590078853453951	FALSE
FAM24B	ENSG00000213185	FAM24B	10	122849078	122879641	0.413689307682241	FAM24B	0.0554495369274867	3186	39	65.9294994067817	0.00159545264705611	96.7199327165686	202.067426213383	2.30764026436816	0.00153294369763279	14740.44	4.16853990913416	0.00131021339261365	FALSE
FAM26F	ENSG00000188820	FAM26F	6	116461370	116463779	0.313278008298755	FAM26F	0.0955222334050846	5282	49	113.575935518646	0.00274846659834427	95.878889823381	241.235686153445	2.3842381237693	0.00183008578702109	18784.63	4.27382576426156	0.00166968379514398	FALSE
FAM27B	ENSG00000278763	FAM27B	9	67725690	67725902	0.366197183098592	FAM27B	0.0178935467855698	697	35	21.2754271280425	0.000514852028820246	97.0563498738436	24.6036619244366	1.40830208405566	0.000186650709580103	1305.5	3.11610941406334	0.000116040198532549	FALSE
FAM27C	ENSG00000154537	FAM27C	9	61854162	61855331	0	FAM27C	0.0057443186286171	108	11	6.82999484942574	0.000165281603226841	99.0748528174937	5.36278339255179	0.803647138854532	4.06836725613602e-05	440.16	2.64459612805011	3.91239017894191e-05	FALSE
FAM27E2	ENSG00000276135	FAM27E2	9	41648023	41648425	0.359801488833747	FAM27E2	0.00552996613935667	100	7	6.57512973969508	0.000159114026988271	99.4112699747687	10.2564634161778	1.05140196421933	7.78085872050846e-05	693.82	2.84187231087556	6.16706323599027e-05	FALSE
FAM32A	ENSG00000105058	FAM32A	19	16185380	16192046	0.547322633868307	FAM32A	0.810217425733617	12406	731	963.348519197271	0.0233124315946615	38.5197645079899	2981.24200909684	3.47454288356723	0.0226165900887812	213674.86	5.32975546057784	0.0189926259485366	FALSE
FAM35A	ENSG00000122376	FAM35A	10	87094161	87191468	0.378941094257409	FAM35A	0.149977123638234	7192	360	178.32280000586	0.00431530022007937	69.7224558452481	309.479850975115	2.49203342127827	0.00234780635348746	21036.58	4.32299578048679	0.00186984980440126	FALSE
FAM35DP	ENSG00000189014	FAM35DP	10	47689707	47730436	0.429830591701449	FAM35DP	0.0149540420554588	530	40	17.7803560039405	0.000430273493767328	96.6358284272498	13.8479578056288	1.17166672471472	0.000105054733665022	921.63	2.96502757190961	8.19196692252415e-05	FALSE
FAM3A	ENSG00000071889	FAM3A	X	154506159	154516242	0.394188813962713	FAM3A	0.101407385287528	5513	108	120.573381106871	0.00291780040471042	90.9167367535744	173.026752899623	2.24061601692385	0.00131263249772505	26448.46	4.42241680977709	0.00235088820320197	FALSE
FAM3B	ENSG00000183844	FAM3B	21	41304212	41357431	0.434535888763623	FAM3B	0.0781387740851197	4446	191	92.9070023872073	0.00224829134488273	83.9360807401177	211.408793441227	2.32717249199489	0.00160381009251662	17400.61	4.2405894311429	0.00154666429642853	FALSE
FAM3C	ENSG00000196937	FAM3C	7	121348851	121396364	0.376688975880793	FAM3C	0.183035562099866	8073	375	217.62928333674	0.00526649253066847	68.4608915054668	430.649685596271	2.63513142891715	0.0032670368193101	32470.16	4.51149780364295	0.00288613084089132	FALSE
FAM3D	ENSG00000198643	FAM3D	3	58633946	58666848	0.484606266905753	FAM3D	0.0232992175084994	1043	19	27.7027696176058	0.00067038969679555	98.4020185029437	75.4983351984934	1.88365198388597	0.000572752864195355	4823.81	3.68348021559146	0.00042876742250731	FALSE
FAM41C	ENSG00000230368	FAM41C	1	868071	876903	0.670327182157817	FAM41C	0.0485692568360771	2752	78	57.7488463780957	0.00139748596072143	93.4398654331371	64.2493428069586	1.81457614180727	0.000487414656476943	9339.67	3.97037802899956	0.00083016251323515	FALSE
FAM45A	ENSG00000119979	FAM45A	10	119104086	119137984	0.406177173367946	FAM45A	0.217831108411881	8795	404	259.001187901727	0.0062676667432118	66.0218671152229	494.105143171101	2.69469743782255	0.00374842882589219	35549.89	4.55085047756229	0.00315987460238243	FALSE
FAM46A	ENSG00000112773	FAM46A	6	81491439	81752774	0.350537239415924	FAM46A	0.228759360569365	9020	190	271.994879716975	0.00658210595764845	84.0201850294365	506.289449579645	2.7052558301136	0.00384086260440373	45457.75	4.65761748955952	0.00404054104545612	FALSE
FAM46B	ENSG00000158246	FAM46B	1	27005020	27012836	0.445567353204554	FAM46B	0.0372947821881482	1993	35	44.3434960217082	0.00107308486707969	97.0563498738436	107.641852358379	2.03599716177962	0.000816603161956678	5352.84	3.72866538811438	0.000475790590818053	FALSE
FAM46C	ENSG00000183508	FAM46C	1	117605934	117628372	0.410579794108472	FAM46C	0.346384274176579	10494	463	411.850901995953	0.00996653421752359	61.0597140454163	1101.01807326534	3.04218871707025	0.00835265113244717	85769.99	4.93334042289164	0.00762372015912272	FALSE
FAM47E	ENSG00000189157	FAM47E	4	76214040	76283780	0.398388322507564	FAM47E	0.0572554303478152	3302	41	68.0767066835522	0.00164741372008603	96.551724137931	162.635429731368	2.21387734133376	0.00123380082426164	10258.5	4.01112619581164	0.000911833302678016	FALSE
FAM49A	ENSG00000197872	FAM49A	2	16549459	16666331	0.413328998143284	FAM49A	0.178391368705796	7963	133	212.107337391192	0.0051328648927371	88.8141295206055	381.183508682481	2.58227194320377	0.00289177166367879	28057.11	4.44805841351289	0.00249387408245849	FALSE
FAM49B	ENSG00000153310	FAM49B	8	129839593	130017129	0.385114088894146	FAM49B	0.36787435732446	10693	574	437.402610858782	0.0105848695895318	51.7241379310345	728.065324440946	2.86276644295888	0.00552332046525965	55436.23	4.74380152200474	0.00492748459218386	FALSE
FAM50A	ENSG00000071859	FAM50A	X	154444126	154450654	0.425945780364527	FAM50A	0.230070714217325	9047	372	273.554079204399	0.00661983760997224	68.713204373423	541.384322279146	2.73430712767674	0.00410710276459221	46467.38	4.66715753218783	0.00413028265069887	FALSE
FAM50B	ENSG00000145945	FAM50B	6	3849386	3851317	0.62991718426501	FAM50B	0.0985693032986535	5402	198	117.198901622099	0.00283614011189979	83.3473507148865	364.547422990723	2.56294372659397	0.00276556536119671	27435.87	4.43833456551641	0.0024386547696003	FALSE
FAM53B	ENSG00000189319	FAM53B	10	124619292	124744269	0.393509257629343	FAM53B	0.0408074040303393	2256	54	48.5200033920734	0.00117415373305705	95.4583683767872	67.4215390786333	1.83519283900777	0.00051147988249305	7315.51	3.86430397051489	0.000650243763130483	FALSE
FAM53C	ENSG00000120709	FAM53C	5	138331935	138349729	0.406855858387187	FAM53C	0.142082222629878	6938	349	168.935762706925	0.00408813978899227	70.6476030277544	296.850373630862	2.47399814922493	0.00225199537562691	18265.41	4.26165320140886	0.00162353259492792	FALSE
FAM57A	ENSG00000167695	FAM57A	17	732412	742972	0.506770192216646	FAM57A	0.0550780038405321	3167	41	65.4877465663927	0.001584762504633	96.551724137931	131.090338949076	2.12087105459757	0.000994490367291187	13962.32	4.14498869094145	0.00124104970109152	FALSE
FAM60A	ENSG00000276371	FAM60A	CHR_HSCHR12_4_CTG2	31282857	31329331	NA	FAM60A	0.954796664475563	12632	762	1135.25323406144	0.0274724181687937	35.9125315391085	5386.11091874328	3.7313559176106	0.0408606421250683	301154.49	5.47879078467403	0.0267683085473523	FALSE
FAM66B	ENSG00000215374	FAM66B	8	7301611	7355354	0.414948645430188	FAM66B	0.00762899878363277	162	13	9.07087955373936	0.000219509611408516	98.9066442388562	13.6864415833877	1.16691658218212	0.00010382942348223	1232.53	3.09114971618978	0.000109554213632572	FALSE
FAM66C	ENSG00000226711	FAM66C	12	8180209	8216151	0.456584035834516	FAM66C	0.0238421159539994	1080	44	28.3482758693053	0.000686010544325592	96.2994112699748	31.4418564301707	1.5111056980148	0.000238527290418435	2567.83	3.40973536448245	0.000228243204134687	FALSE
FAM69A	ENSG00000154511	FAM69A	1	92832737	92961522	0.426109980898545	FAM69A	0.178151140551586	7954	323	211.821706115836	0.00512595279453449	72.8343145500421	460.549574212368	2.664218354659	0.00349386628248921	33725.83	4.5279755235727	0.00299774186815395	FALSE
FAM71E1	ENSG00000142530	FAM71E1	19	50466785	50476753	0.526833182866887	FAM71E1	0.0321713103559674	1670	29	38.2516880132452	0.000925666923671789	97.5609756097561	74.4646873114108	1.87774377688219	0.000564911303367032	3673.71	3.56522307121088	0.000326540051896599	FALSE
FAM72D	ENSG00000215784	FAM72D	1	145096000	145112696	0.371024734982332	FAM72D	0.0212538888053586	926	22	25.2708737895714	0.000611539338896381	98.1497056349874	57.3161168178684	1.76578859725917	0.00043481713849294	3774.03	3.57692040729837	0.000335457058956564	FALSE
FAM74A1	ENSG00000215112	FAM74A1	9	39371065	39376916	0.391831852358168	FAM74A1	0.186745871385401	8154	559	222.040841077242	0.00537324946858025	52.9857022708158	159.041989863399	2.20423394249027	0.00120653991882205	56982.02	4.75574546235834	0.00506488312032605	FALSE
FAM76A	ENSG00000009780	FAM76A	1	27725979	27763122	0.466589489554168	FAM76A	0.401722190424813	10984	582	477.647684415102	0.0115587751964928	51.0513036164844	759.166487471215	2.88090871948027	0.00575926315404293	56979.45	4.75572587473401	0.00506465468424008	FALSE
FAM76B	ENSG00000077458	FAM76B	11	95768942	95790409	0.40269237935532	FAM76B	0.104450580943017	5628	110	124.191740741247	0.0030053624445956	90.7485281749369	224.088848479342	2.35235397939033	0.00170000476783153	16832.8	4.22618216307914	0.00149619414313189	FALSE
FAM78A	ENSG00000126882	FAM78A	9	131258076	131276547	0.466273278475531	FAM78A	0.00835321442686262	185	13	9.93197195353965	0.000240347508874487	98.9066442388562	13.1719906422666	1.15143085689757	9.99266453714221e-05	1001.72	3.0011796773559	8.90385198575447e-05	FALSE
FAM83A	ENSG00000147689	FAM83A	8	123178960	123210079	0.360250642673522	FAM83A	0.0265954205593064	1267	24	31.6219550450153	0.000765231532707035	97.9814970563499	31.4485890740953	1.51119581760306	0.000238578366261118	2059.22	3.31391359885676	0.000183035080522554	FALSE
FAM83B	ENSG00000168143	FAM83B	6	54846771	54942022	0.358785117372864	FAM83B	0.0803412942918126	4551	182	95.5257989129652	0.00231166458276131	84.6930193439865	66.9629570294917	1.83227226651326	0.000508000942441936	15266.14	4.1837576881009	0.00135694057175464	FALSE
FAM83D	ENSG00000101447	FAM83D	20	38926312	38953106	0.408098525844374	FAM83D	0.0361910750078734	1923	24	43.0311881843615	0.0010413278382582	97.9814970563499	114.24255799567	2.06161288958646	0.000866678081483437	7667.11	3.88468833425954	0.000681495952945913	FALSE
FAM83E	ENSG00000105523	FAM83E	19	48600810	48614854	0.489142043431826	FAM83E	0.0173218654378274	659	14	20.5956980055768	0.000498403009223908	98.8225399495374	11.3940322734345	1.09321262269604	8.64385234745434e-05	1518.68	3.18175214790192	0.000134988838534976	FALSE
FAM83G	ENSG00000188522	FAM83G	17	18968789	19004804	0.507718791648156	FAM83G	0.0132464825419371	425	17	15.7500677423632	0.000381141787772798	98.5702270815812	17.9479913033424	1.27756317672558	0.000136158809310378	1341.36	3.12786900245505	0.000119227637459686	FALSE
FAM83H	ENSG00000273889	FAM83H	CHR_HSCHR8_3_CTG7	143710940	143720808	NA	FAM83H	0.0172498931090189	651	32	20.5101229066235	0.000496332145356054	97.3086627417998	15.8571226708164	1.22678344722655	0.000120296856927097	1230.27	3.09035329797803	0.00010935333209394	FALSE
FAM83H-AS1	ENSG00000282685	FAM83H-AS1	CHR_HSCHR8_3_CTG7	143721147	143733344	NA	FAM83H-AS1	0.205689824422349	8549	370	244.565201238173	0.00591832489559473	68.8814129520606	248.425737790612	2.39694126551667	0.00188463166088802	33733.72	4.52807710983859	0.00299844317582643	FALSE
FAM84A	ENSG00000162981	FAM84A	2	14632686	14650814	0.397264052071267	FAM84A	0.0828336256397166	4669	181	98.489180885623	0.00238337657291832	84.7771236333053	134.374265958289	2.13153611475893	0.00101940321597044	9788.82	3.99077470674436	0.000870085496897268	FALSE
FAM84B	ENSG00000168672	FAM84B	8	126552442	126558393	0.434979838709677	FAM84B	0.188740448277025	8207	174	224.412393001383	0.00543063954175001	85.3658536585366	283.107604860326	2.45348285887138	0.0021477386373213	22033.77	4.34310852168269	0.00195848567232517	FALSE
FAM86B1	ENSG00000186523	FAM86B1	8	12182096	12194133	0.368416680511713	FAM86B1	0.0402764552323068	2210	44	47.8887052712128	0.00115887671340619	96.2994112699748	70.3113988677637	1.85315895579425	0.000533403219835466	4189.43	3.62225859028024	0.000372380152384692	FALSE
FAM86B2	ENSG00000145002	FAM86B2	8	12425614	12436343	0.430382106244175	FAM86B2	0.0182585647557659	722	33	21.7094334946057	0.000525354711422159	97.2245584524811	31.9514711925411	1.5178748094168	0.000242393379836387	1839.62	3.26496413671827	0.000163515794733395	FALSE
FAM86B3P	ENSG00000173295	FAM86B3P	8	8228595	8244865	0.50439432118493	FAM86B3P	0.0369136121927878	1966	50	43.8902848972247	0.00106211744134859	95.7947855340622	32.9654737171119	1.53103767608244	0.00025008590509171	3681.61	3.5661557281364	0.000327242248425444	FALSE
FAM86C1	ENSG00000158483	FAM86C1	11	71787510	71801236	0.440300138413346	FAM86C1	0.0277168606519538	1366	41	32.955347315173	0.000797498791614334	96.551724137931	50.1500487126973	1.70884605164829	0.000380453210845199	3453.21	3.53834873713092	0.000306940769034533	FALSE
FAM86C2P	ENSG00000160172	FAM86C2P	11	67791648	67805336	0.568485645408722	FAM86C2P	0.0385565248641157	2071	36	45.8437080634335	0.00110938906011395	96.9722455845248	90.7954590538056	1.96282119801331	0.000688801403266399	6484.51	3.81194413330782	0.000576379799146915	FALSE
FAM86DP	ENSG00000244026	FAM86DP	3	75421552	75435110	0.466996091157165	FAM86DP	0.0564795882972407	3255	60	67.1542304854191	0.00162509037309568	94.9537426408747	107.308808903199	2.03466377982453	0.000814076595081343	7359.67	3.86691734749775	0.00065416895284109	FALSE
FAM86EP	ENSG00000251669	FAM86EP	4	3941760	3955419	0.52891654465593	FAM86EP	0.0257020997514708	1204	37	30.5597966044987	0.000739527962821581	96.8881412952061	46.5113996762711	1.67679782483569	0.000352849335184424	3660.73	3.56368631816527	0.000325386316334015	FALSE
FAM86FP	ENSG00000164845	FAM86FP	12	8232512	8242948	0.417552936667625	FAM86FP	0.0373503538215604	1995	64	44.4095706938353	0.00107468383281577	94.6173254835997	79.8696828070709	1.90778573969267	0.000605915209518914	4654.06	3.66792528306193	0.000413679085700799	FALSE
FAM86HP	ENSG00000253540	FAM86HP	3	130099092	130111472	0.378644697520394	FAM86HP	0.0203519364534397	868	21	24.1984524431397	0.000585587413107182	98.2338099243061	48.5046425833808	1.69464592931334	0.000367970669728857	2839.49	3.45339326467384	0.000252389876163299	FALSE
FAM89B	ENSG00000176973	FAM89B	11	65572349	65574198	0.436216216216216	FAM89B	0.0421599268185506	2345	45	50.1281529872566	0.00121306994737057	96.215306980656	70.9062758320693	1.85676679636749	0.000537916133719648	5215.33	3.71736505830776	0.000463567926934322	FALSE
FAM8A1	ENSG00000137414	FAM8A1	6	17600355	17611719	0.40923889133304	FAM8A1	0.058986124123803	3402	72	70.1345015832017	0.00169721106951664	93.9444911690496	130.656236608719	2.11944143663312	0.000991197137604211	7862.95	3.89564074353299	0.000698903316010344	FALSE
FAM91A1	ENSG00000176853	FAM91A1	8	123768456	123815452	0.458348405217354	FAM91A1	0.163354593196642	7569	249	194.228611310808	0.00470021090464985	79.0580319596299	281.501144982596	2.45102021236295	0.00213555155407283	26898.13	4.4297382338199	0.0023908574073951	FALSE
FAM92A1P2	ENSG00000230219	FAM92A1P2	4	183037665	183040119	0.346639511201629	FAM92A1P2	0.0373861279512405	1999	30	44.4521061340249	0.00107571316386264	97.4768713204373	21.2594410931231	1.34751425554137	0.000161280454002933	4988.79	3.69808226831671	0.000443431774827417	FALSE
FAM92B	ENSG00000153789	FAM92B	16	85098358	85112508	0.522012578616352	FAM92B	0.0125606126964498	392	14	14.9345684960788	0.000361407216103613	98.8225399495374	12.6445193734088	1.13495824230327	9.59250911752301e-05	1396.81	3.14544814311254	0.000124156346007085	FALSE
FAM96A	ENSG00000166797	FAM96A	15	64072559	64094018	0.394734389561976	FAM96A	0.655588781002063	12085	679	779.495060611453	0.0188632928963477	42.8931875525652	2104.73743599282	3.32340421812755	0.0159671652583424	192787.15	5.2850803358543	0.0171360085488504	FALSE
FAM96B	ENSG00000166595	FAM96B	16	66932055	66934423	0.496834107218236	FAM96B	0.754205205676364	12298	745	896.749989549197	0.0217007888342413	37.3423044575273	2239.90447226092	3.3504233433471	0.0169925826660748	170346.23	5.23133507594032	0.0151413330895988	FALSE
FAM98A	ENSG00000119812	FAM98A	2	33583658	33599382	0.378759936406995	FAM98A	0.187235314664724	8167	436	222.622789136357	0.0053873322476051	63.3305298570227	396.155493229975	2.5989605738424	0.00300535359909127	29043.11	4.46305807291034	0.00258151532010927	FALSE
FAM98C	ENSG00000130244	FAM98C	19	38403135	38409088	0.476486395700369	FAM98C	0.0353394066063632	1875	30	42.0185544549659	0.0010168227354044	97.4768713204373	95.9725614783746	1.98664886741825	0.000728076444684316	6457.13	3.81010678297201	0.000573946110417829	FALSE
FAN1	ENSG00000198690	FAN1	15	30903852	30943108	0.400030567796826	FAN1	0.0858368992954149	4822	215	102.060073262248	0.00246978993485647	81.9175777964676	164.337214540769	2.21837061673337	0.00124671107084214	10437.13	4.01862270140343	0.000927710943937204	FALSE
FANCA	ENSG00000187741	FANCA	16	89737549	89816657	0.554033043016597	FANCA	0.0327095767442352	1708	31	38.8916867488957	0.000941154492758368	97.3927670311186	87.2853836194671	1.94588880846037	0.000662172925257267	7825.37	3.89356037578545	0.000695562993788319	FALSE
FANCB	ENSG00000181544	FANCB	X	14843407	14873069	0.364056231669083	FANCB	0.0298911230738209	1508	25	35.540545334773	0.000860058966659601	97.8973927670311	48.5938947872575	1.69542821634098	0.000368647763538564	4872.37	3.68782938549543	0.000433083709018793	FALSE
FANCC	ENSG00000158169	FANCC	9	95099054	95426796	0.409470225145922	FANCC	0.0445951432420248	2497	52	53.0236253147675	0.00128313856659217	95.6265769554247	108.097480192767	2.03781471987327	0.000820059690454515	5938.24	3.7737308751288	0.000527824242461832	FALSE
